,time,thscode,close
0,2019-01-02,930609.CSI,1210.7556
1,2019-01-03,930609.CSI,1211.8277
2,2019-01-04,930609.CSI,1212.5139
3,2019-01-07,930609.CSI,1213.6474
4,2019-01-08,930609.CSI,1214.7981
5,2019-01-09,930609.CSI,1215.2271
6,2019-01-10,930609.CSI,1215.5399
7,2019-01-11,930609.CSI,1215.6735
8,2019-01-14,930609.CSI,1215.7041
9,2019-01-15,930609.CSI,1215.5332
10,2019-01-16,930609.CSI,1216.2822
11,2019-01-17,930609.CSI,1216.7152
12,2019-01-18,930609.CSI,1216.9089
13,2019-01-21,930609.CSI,1216.9247
14,2019-01-22,930609.CSI,1215.7636
15,2019-01-23,930609.CSI,1215.6662
16,2019-01-24,930609.CSI,1215.5752
17,2019-01-25,930609.CSI,1215.3556
18,2019-01-28,930609.CSI,1215.5071
19,2019-01-29,930609.CSI,1215.7308
20,2019-01-30,930609.CSI,1216.3121
21,2019-01-31,930609.CSI,1216.9985
22,2019-02-01,930609.CSI,1217.3413
23,2019-02-11,930609.CSI,1218.585
24,2019-02-12,930609.CSI,1219.012
25,2019-02-13,930609.CSI,1219.2179
26,2019-02-14,930609.CSI,1219.4415
27,2019-02-15,930609.CSI,1219.7614
28,2019-02-18,930609.CSI,1219.858
29,2019-02-19,930609.CSI,1219.719
30,2019-02-20,930609.CSI,1220.0121
31,2019-02-21,930609.CSI,1220.0779
32,2019-02-22,930609.CSI,1219.7083
33,2019-02-25,930609.CSI,1219.075
34,2019-02-26,930609.CSI,1217.8529
35,2019-02-27,930609.CSI,1217.9552
36,2019-02-28,930609.CSI,1217.7996
37,2019-03-01,930609.CSI,1217.3187
38,2019-03-04,930609.CSI,1217.0455
39,2019-03-05,930609.CSI,1216.4403
40,2019-03-06,930609.CSI,1216.3169
41,2019-03-07,930609.CSI,1216.9534
42,2019-03-08,930609.CSI,1217.7401
43,2019-03-11,930609.CSI,1217.711
44,2019-03-12,930609.CSI,1217.5681
45,2019-03-13,930609.CSI,1217.4997
46,2019-03-14,930609.CSI,1217.2629
47,2019-03-15,930609.CSI,1217.2109
48,2019-03-18,930609.CSI,1217.2328
49,2019-03-19,930609.CSI,1217.2992
50,2019-03-20,930609.CSI,1217.3237
51,2019-03-21,930609.CSI,1217.138
52,2019-03-22,930609.CSI,1217.5893
53,2019-03-25,930609.CSI,1218.4091
54,2019-03-26,930609.CSI,1222.7824
55,2019-03-27,930609.CSI,1223.2435
56,2019-03-28,930609.CSI,1223.7808
57,2019-03-29,930609.CSI,1224.002
58,2019-04-01,930609.CSI,1223.6438
59,2019-04-02,930609.CSI,1223.1043
60,2019-04-03,930609.CSI,1222.6405
61,2019-04-04,930609.CSI,1222.135
62,2019-04-08,930609.CSI,1222.3562
63,2019-04-09,930609.CSI,1221.6827
64,2019-04-10,930609.CSI,1221.5229
65,2019-04-11,930609.CSI,1221.7787
66,2019-04-12,930609.CSI,1221.7287
67,2019-04-15,930609.CSI,1220.7185
68,2019-04-16,930609.CSI,1220.1151
69,2019-04-17,930609.CSI,1220.0467
70,2019-04-18,930609.CSI,1220.4865
71,2019-04-19,930609.CSI,1221.0243
72,2019-04-22,930609.CSI,1221.096
73,2019-04-23,930609.CSI,1220.702
74,2019-04-24,930609.CSI,1220.3597
75,2019-04-25,930609.CSI,1220.4476
76,2019-04-26,930609.CSI,1220.232
77,2019-04-29,930609.CSI,1220.3229
78,2019-04-30,930609.CSI,1220.8082
79,2019-05-06,930609.CSI,1222.3146
80,2019-05-07,930609.CSI,1222.6605
81,2019-05-08,930609.CSI,1223.2758
82,2019-05-09,930609.CSI,1224.1392
83,2019-05-10,930609.CSI,1224.4408
84,2019-05-13,930609.CSI,1225.6681
85,2019-05-14,930609.CSI,1225.7268
86,2019-05-15,930609.CSI,1225.9539
87,2019-05-16,930609.CSI,1226.2673
88,2019-05-17,930609.CSI,1226.5717
89,2019-05-20,930609.CSI,1226.8904
90,2019-05-21,930609.CSI,1226.673
91,2019-05-22,930609.CSI,1226.3434
92,2019-05-23,930609.CSI,1226.5574
93,2019-05-24,930609.CSI,1226.7517
94,2019-05-27,930609.CSI,1226.2712
95,2019-05-28,930609.CSI,1226.1717
96,2019-05-29,930609.CSI,1226.5492
97,2019-05-30,930609.CSI,1226.6821
98,2019-05-31,930609.CSI,1226.9294
99,2019-06-03,930609.CSI,1227.2358
100,2019-06-04,930609.CSI,1227.4929
101,2019-06-05,930609.CSI,1227.6662
102,2019-06-06,930609.CSI,1227.7842
103,2019-06-10,930609.CSI,1228.0733
104,2019-06-11,930609.CSI,1227.9871
105,2019-06-12,930609.CSI,1228.7495
106,2019-06-13,930609.CSI,1228.5675
107,2019-06-14,930609.CSI,1228.6925
108,2019-06-17,930609.CSI,1229.2296
109,2019-06-18,930609.CSI,1229.4913
110,2019-06-19,930609.CSI,1229.79
111,2019-06-20,930609.CSI,1230.3474
112,2019-06-21,930609.CSI,1230.6918
113,2019-06-24,930609.CSI,1230.5233
114,2019-06-25,930609.CSI,1230.3904
115,2019-06-26,930609.CSI,1230.6946
116,2019-06-27,930609.CSI,1231.3891
117,2019-06-28,930609.CSI,1231.3834
